Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
América Central e Caribe;2;Guatemala;15;Amazonas;4;Aéreo;1;2023;Outubro;10;4
América Central e Caribe;2;Guatemala;15;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Guatemala;15;Amazonas;4;Aéreo;1;2023;Novembro;11;8
América Central e Caribe;2;Guatemala;15;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América Central e Caribe;2;Guatemala;15;Amazonas;4;Aéreo;1;2023;Dezembro;12;7
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Janeiro;1;1
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Marco;3;3
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Abril;4;1
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Maio;5;1
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Junho;6;3
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Julho;7;5
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Agosto;8;7
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Setembro;9;3
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Outubro;10;3
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Novembro;11;1
América do Sul;4;Guiana;31;Amazonas;4;Aéreo;1;2023;Dezembro;12;6
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Janeiro;1;6
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Fevereiro;2;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Marco;3;1
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Maio;5;2
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Junho;6;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Julho;7;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Agosto;8;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Setembro;9;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
América Central e Caribe;2;Haiti;16;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Janeiro;1;1
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Fevereiro;2;27
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Marco;3;6
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Abril;4;1
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Maio;5;7
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Junho;6;5
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Julho;7;19
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Agosto;8;8
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Setembro;9;6
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Outubro;10;16
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Novembro;11;6
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Dezembro;12;9
Europa;6;Holanda;70;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Janeiro;1;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Fevereiro;2;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Marco;3;4
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Abril;4;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Junho;6;1
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Julho;7;1
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Agosto;8;2
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Setembro;9;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Honduras;17;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Janeiro;1;2
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Marco;3;1
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Junho;6;1
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Agosto;8;1
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Novembro;11;2
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Europa;6;Hungria;71;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Outros países;56;Amazonas;4;Aéreo;1;2023;Julho;7;2
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Marco;3;4
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Abril;4;0
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Maio;5;2
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Junho;6;2
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Julho;7;9
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Agosto;8;13
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Setembro;9;5
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Outubro;10;5
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Novembro;11;12
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Dezembro;12;18
Ásia;5;Índia;44;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Marco;3;0
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Abril;4;1
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Maio;5;1
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Junho;6;0
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Setembro;9;1
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Indonésia;45;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Irã;46;Amazonas;4;Aéreo;1;2023;Janeiro;1;1
Ásia;5;Irã;46;Amazonas;4;Aéreo;1;2023;Marco;3;2
Ásia;5;Irã;46;Amazonas;4;Aéreo;1;2023;Junho;6;0
Ásia;5;Irã;46;Amazonas;4;Aéreo;1;2023;Agosto;8;0
Ásia;5;Irã;46;Amazonas;4;Aéreo;1;2023;Setembro;9;1
Ásia;5;Irã;46;Amazonas;4;Aéreo;1;2023;Outubro;10;1
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Janeiro;1;2
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Fevereiro;2;3
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Marco;3;3
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Abril;4;2
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Maio;5;1
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Junho;6;1
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Julho;7;3
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Agosto;8;5
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Setembro;9;1
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Outubro;10;4
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Irlanda;72;Amazonas;4;Aéreo;1;2023;Dezembro;12;4
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Abril;4;0
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Maio;5;1
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Junho;6;0
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Julho;7;2
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Janeiro;1;5
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Fevereiro;2;2
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Marco;3;0
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Abril;4;4
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Maio;5;3
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Junho;6;11
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Julho;7;2
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Agosto;8;1
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Setembro;9;4
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Outubro;10;1
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Ásia;5;Israel;47;Amazonas;4;Aéreo;1;2023;Dezembro;12;2
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Janeiro;1;1
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Fevereiro;2;4
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Marco;3;7
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Abril;4;4
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Maio;5;4
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Junho;6;7
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Julho;7;10
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Agosto;8;12
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Setembro;9;10
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Outubro;10;9
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Novembro;11;8
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Europa;6;Itália;73;Amazonas;4;Aéreo;1;2023;Dezembro;12;6
América Central e Caribe;2;Outros países;22;Amazonas;4;Aéreo;1;2023;Marco;3;1
América Central e Caribe;2;Outros países;22;Amazonas;4;Aéreo;1;2023;Maio;5;1
América Central e Caribe;2;Outros países;22;Amazonas;4;Aéreo;1;2023;Julho;7;1
América Central e Caribe;2;Outros países;22;Amazonas;4;Aéreo;1;2023;Agosto;8;5
América Central e Caribe;2;Outros países;22;Amazonas;4;Aéreo;1;2023;Setembro;9;0
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Janeiro;1;2
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Fevereiro;2;2
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Marco;3;7
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Abril;4;5
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Maio;5;7
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Junho;6;4
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Julho;7;11
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Agosto;8;7
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Setembro;9;7
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Outubro;10;4
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Novembro;11;5
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Dezembro;12;14
Ásia;5;Japão;48;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Outros países;56;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Outros países;56;Amazonas;4;Aéreo;1;2023;Outubro;10;1
Europa;6;Letônia;74;Amazonas;4;Aéreo;1;2023;Outubro;10;2
Europa;6;Letônia;74;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Letônia;74;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Europa;6;Letônia;74;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Líbano;49;Amazonas;4;Aéreo;1;2023;Junho;6;0
Ásia;5;Líbano;49;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Ásia;5;Líbano;49;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Europa;6;Lituânia;75;Amazonas;4;Aéreo;1;2023;Junho;6;0
Europa;6;Lituânia;75;Amazonas;4;Aéreo;1;2023;Outubro;10;1
Europa;6;Lituânia;75;Amazonas;4;Aéreo;1;2023;Novembro;11;1
Europa;6;Lituânia;75;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Malásia;50;Amazonas;4;Aéreo;1;2023;Janeiro;1;1
Ásia;5;Malásia;50;Amazonas;4;Aéreo;1;2023;Maio;5;0
Ásia;5;Malásia;50;Amazonas;4;Aéreo;1;2023;Junho;6;3
Ásia;5;Malásia;50;Amazonas;4;Aéreo;1;2023;Setembro;9;1
Ásia;5;Malásia;50;Amazonas;4;Aéreo;1;2023;Outubro;10;1
Ásia;5;Malásia;50;Amazonas;4;Aéreo;1;2023;Dezembro;12;2
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Agosto;8;2
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Outubro;10;1
África;1;Marrocos;6;Amazonas;4;Aéreo;1;2023;Maio;5;1
África;1;Marrocos;6;Amazonas;4;Aéreo;1;2023;Agosto;8;1
África;1;Marrocos;6;Amazonas;4;Aéreo;1;2023;Setembro;9;1
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Janeiro;1;17
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Fevereiro;2;14
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Marco;3;19
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Abril;4;20
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Maio;5;145
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Junho;6;59
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Julho;7;61
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Agosto;8;60
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Setembro;9;68
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Outubro;10;32
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Novembro;11;45
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Dezembro;12;45
América do Norte;3;México;25;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023;Julho;7;0
África;1;Outros países;11;Amazonas;4;Aéreo;1;2023;Junho;6;1
Ásia;5;Outros países;56;Amazonas;4;Aéreo;1;2023;Julho;7;0
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Janeiro;1;2
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Marco;3;2
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Abril;4;4
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Maio;5;1
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Junho;6;0
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Julho;7;2
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Agosto;8;1
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Setembro;9;3
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Outubro;10;1
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
América Central e Caribe;2;Nicarágua;18;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
África;1;Nigéria;8;Amazonas;4;Aéreo;1;2023;Marco;3;1
África;1;Nigéria;8;Amazonas;4;Aéreo;1;2023;Abril;4;0
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Fevereiro;2;2
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Marco;3;1
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Abril;4;11
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Maio;5;0
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Junho;6;2
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Julho;7;1
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Agosto;8;0
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Setembro;9;3
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Outubro;10;3
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Novembro;11;2
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Dezembro;12;1
Europa;6;Noruega;77;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Janeiro;1;1
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Abril;4;0
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Maio;5;1
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Julho;7;0
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Agosto;8;3
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Setembro;9;1
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Outubro;10;2
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Novembro;11;1
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Dezembro;12;1
Oceania;7;Nova Zelândia;91;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Continente não especificado;8;Países não especificados;93;Amazonas;4;Aéreo;1;2023;Agosto;8;0
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Janeiro;1;0
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Fevereiro;2;14
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Marco;3;5
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Abril;4;3
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Maio;5;8
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Junho;6;7
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Julho;7;7
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Agosto;8;9
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Setembro;9;3
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Outubro;10;5
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Novembro;11;10
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Dezembro;12;5
América Central e Caribe;2;Panamá;19;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Paquistão;51;Amazonas;4;Aéreo;1;2023;Julho;7;0
Ásia;5;Paquistão;51;Amazonas;4;Aéreo;1;2023;Setembro;9;0
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Abril;4;0
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Maio;5;1
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Julho;7;1
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Setembro;9;1
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Outubro;10;1
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Novembro;11;1
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Paraguai;33;Amazonas;4;Aéreo;1;2023;Dezembro;12;1
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Janeiro;1;11
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Fevereiro;2;12
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Marco;3;15
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Abril;4;5
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Maio;5;22
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Junho;6;54
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Julho;7;22
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Agosto;8;27
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Setembro;9;18
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Outubro;10;28
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Outubro;10;0
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Novembro;11;9
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Dezembro;12;48
América do Sul;4;Peru;34;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Janeiro;1;2
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Fevereiro;2;1
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Abril;4;8
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Maio;5;1
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Junho;6;3
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Julho;7;1
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Agosto;8;1
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Setembro;9;2
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Novembro;11;27
Europa;6;Polônia;78;Amazonas;4;Aéreo;1;2023;Dezembro;12;35
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Janeiro;1;2
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Fevereiro;2;2
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Marco;3;4
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Abril;4;2
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Maio;5;1
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Junho;6;3
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Julho;7;17
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Agosto;8;4
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Setembro;9;5
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Outubro;10;3
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Novembro;11;6
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Europa;6;Portugal;79;Amazonas;4;Aéreo;1;2023;Dezembro;12;9
África;1;Quênia;9;Amazonas;4;Aéreo;1;2023;Setembro;9;0
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Janeiro;1;7
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Fevereiro;2;7
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Marco;3;11
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Abril;4;9
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Maio;5;31
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Junho;6;13
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Julho;7;17
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Agosto;8;33
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Setembro;9;16
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Outubro;10;26
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Outubro;10;0
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Novembro;11;12
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Novembro;11;0
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Dezembro;12;32
Europa;6;Reino Unido;80;Amazonas;4;Aéreo;1;2023;Dezembro;12;0
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Janeiro;1;3
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Fevereiro;2;1
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Marco;3;14
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Abril;4;7
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Maio;5;10
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Junho;6;27
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Julho;7;26
Ásia;5;República da Coreia;52;Amazonas;4;Aéreo;1;2023;Agosto;8;25
