Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
Europa;6;Lituânia;75;Distrito Federal;7;Aérea;1;2024;Março;3;2
Europa;6;Luxemburgo;76;Distrito Federal;7;Aérea;1;2024;Março;3;5
África;1;Marrocos;6;Distrito Federal;7;Aérea;1;2024;Março;3;1
América do Norte;3;México;25;Distrito Federal;7;Aérea;1;2024;Março;3;61
América Central e Caribe;2;Nicarágua;18;Distrito Federal;7;Aérea;1;2024;Março;3;2
Europa;6;Noruega;77;Distrito Federal;7;Aérea;1;2024;Março;3;14
Oceania;7;Nova Zelândia;91;Distrito Federal;7;Aérea;1;2024;Março;3;2
América Central e Caribe;2;Panamá;19;Distrito Federal;7;Aérea;1;2024;Março;3;18
América do Sul;4;Paraguai;33;Distrito Federal;7;Aérea;1;2024;Março;3;2
América do Sul;4;Peru;34;Distrito Federal;7;Aérea;1;2024;Março;3;985
Europa;6;Polônia;78;Distrito Federal;7;Aérea;1;2024;Março;3;13
Europa;6;Portugal;79;Distrito Federal;7;Aérea;1;2024;Março;3;1135
Europa;6;Reino Unido;80;Distrito Federal;7;Aérea;1;2024;Março;3;76
Ásia;5;República da Coreia;52;Distrito Federal;7;Aérea;1;2024;Março;3;9
América Central e Caribe;2;República Dominicana;20;Distrito Federal;7;Aérea;1;2024;Março;3;10
Europa;6;República Tcheca;81;Distrito Federal;7;Aérea;1;2024;Março;3;2
Europa;6;Romênia;82;Distrito Federal;7;Aérea;1;2024;Março;3;7
Europa;6;Rússia;83;Distrito Federal;7;Aérea;1;2024;Março;3;7
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aérea;1;2024;Março;3;2
África;1;Outros países da África;11;Distrito Federal;7;Aérea;1;2024;Março;3;5
África;1;Outros países da África;11;Distrito Federal;7;Aérea;1;2024;Março;3;1
Europa;6;Sérvia;84;Distrito Federal;7;Aérea;1;2024;Março;3;1
Europa;6;Suécia;85;Distrito Federal;7;Aérea;1;2024;Março;3;10
Europa;6;Suíça;86;Distrito Federal;7;Aérea;1;2024;Março;3;92
América do Sul;4;Suriname;35;Distrito Federal;7;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Trinidad e Tobago;21;Distrito Federal;7;Aérea;1;2024;Março;3;2
Europa;6;Turquia;87;Distrito Federal;7;Aérea;1;2024;Março;3;3
Europa;6;Ucrânia;88;Distrito Federal;7;Aérea;1;2024;Março;3;3
América do Sul;4;Uruguai;36;Distrito Federal;7;Aérea;1;2024;Março;3;14
América do Sul;4;Venezuela;37;Distrito Federal;7;Aérea;1;2024;Março;3;116
África;1;Outros países da África;11;Distrito Federal;7;Aérea;1;2024;Março;3;2
América do Sul;4;Argentina;26;Mato Grosso do Sul;12;Aérea;1;2024;Março;3;4
América do Sul;4;Paraguai;33;Mato Grosso do Sul;12;Aérea;1;2024;Março;3;1
África;1;África do Sul;1;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Alemanha;57;Minas Gerais;13;Aérea;1;2024;Março;3;606
África;1;Angola;2;Minas Gerais;13;Aérea;1;2024;Março;3;3
América do Sul;4;Argentina;26;Minas Gerais;13;Aérea;1;2024;Março;3;11
Oceania;7;Austrália;90;Minas Gerais;13;Aérea;1;2024;Março;3;26
Europa;6;Áustria;58;Minas Gerais;13;Aérea;1;2024;Março;3;3
América Central e Caribe;2;Outros países da América Central e Caribe;22;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Bélgica;59;Minas Gerais;13;Aérea;1;2024;Março;3;52
Europa;6;Outros países da Europa;89;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Bulgária;60;Minas Gerais;13;Aérea;1;2024;Março;3;1
América do Norte;3;Canadá;23;Minas Gerais;13;Aérea;1;2024;Março;3;40
América do Sul;4;Chile;28;Minas Gerais;13;Aérea;1;2024;Março;3;138
Ásia;5;China;40;Minas Gerais;13;Aérea;1;2024;Março;3;9
América do Sul;4;Colômbia;29;Minas Gerais;13;Aérea;1;2024;Março;3;647
América Central e Caribe;2;Costa Rica;12;Minas Gerais;13;Aérea;1;2024;Março;3;27
América Central e Caribe;2;Cuba;13;Minas Gerais;13;Aérea;1;2024;Março;3;7
Europa;6;Dinamarca;62;Minas Gerais;13;Aérea;1;2024;Março;3;2
África;1;Egito;4;Minas Gerais;13;Aérea;1;2024;Março;3;1
América Central e Caribe;2;El Salvador;14;Minas Gerais;13;Aérea;1;2024;Março;3;6
América do Sul;4;Equador;30;Minas Gerais;13;Aérea;1;2024;Março;3;49
Europa;6;Eslováquia;63;Minas Gerais;13;Aérea;1;2024;Março;3;3
Europa;6;Espanha;65;Minas Gerais;13;Aérea;1;2024;Março;3;59
América do Norte;3;Estados Unidos;24;Minas Gerais;13;Aérea;1;2024;Março;3;506
Europa;6;França;68;Minas Gerais;13;Aérea;1;2024;Março;3;61
Europa;6;Outros países da Europa;89;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Grécia;69;Minas Gerais;13;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Guatemala;15;Minas Gerais;13;Aérea;1;2024;Março;3;4
América Central e Caribe;2;Haiti;16;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Holanda;70;Minas Gerais;13;Aérea;1;2024;Março;3;24
América Central e Caribe;2;Honduras;17;Minas Gerais;13;Aérea;1;2024;Março;3;5
Ásia;5;Índia;44;Minas Gerais;13;Aérea;1;2024;Março;3;2
Europa;6;Irlanda;72;Minas Gerais;13;Aérea;1;2024;Março;3;16
Ásia;5;Israel;47;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Itália;73;Minas Gerais;13;Aérea;1;2024;Março;3;257
Ásia;5;Japão;48;Minas Gerais;13;Aérea;1;2024;Março;3;4
Europa;6;Lituânia;75;Minas Gerais;13;Aérea;1;2024;Março;3;1
América do Norte;3;México;25;Minas Gerais;13;Aérea;1;2024;Março;3;84
América Central e Caribe;2;Nicarágua;18;Minas Gerais;13;Aérea;1;2024;Março;3;2
Europa;6;Noruega;77;Minas Gerais;13;Aérea;1;2024;Março;3;6
Oceania;7;Nova Zelândia;91;Minas Gerais;13;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Panamá;19;Minas Gerais;13;Aérea;1;2024;Março;3;14
Ásia;5;Paquistão;51;Minas Gerais;13;Aérea;1;2024;Março;3;1
América do Sul;4;Peru;34;Minas Gerais;13;Aérea;1;2024;Março;3;10
Europa;6;Polônia;78;Minas Gerais;13;Aérea;1;2024;Março;3;3
Europa;6;Portugal;79;Minas Gerais;13;Aérea;1;2024;Março;3;1955
Europa;6;Reino Unido;80;Minas Gerais;13;Aérea;1;2024;Março;3;358
Ásia;5;República da Coreia;52;Minas Gerais;13;Aérea;1;2024;Março;3;3
América Central e Caribe;2;República Dominicana;20;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Romênia;82;Minas Gerais;13;Aérea;1;2024;Março;3;2
Europa;6;Rússia;83;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Suécia;85;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Suíça;86;Minas Gerais;13;Aérea;1;2024;Março;3;82
Ásia;5;Taiwan;55;Minas Gerais;13;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Trinidad e Tobago;21;Minas Gerais;13;Aérea;1;2024;Março;3;2
África;1;Tunísia;10;Minas Gerais;13;Aérea;1;2024;Março;3;1
Europa;6;Ucrânia;88;Minas Gerais;13;Aérea;1;2024;Março;3;2
América do Sul;4;Uruguai;36;Minas Gerais;13;Aérea;1;2024;Março;3;2
América do Sul;4;Venezuela;37;Minas Gerais;13;Aérea;1;2024;Março;3;4
África;1;África do Sul;1;Pará;14;Aérea;1;2024;Março;3;8
Europa;6;Alemanha;57;Pará;14;Aérea;1;2024;Março;3;36
África;1;Angola;2;Pará;14;Aérea;1;2024;Março;3;1
América do Sul;4;Argentina;26;Pará;14;Aérea;1;2024;Março;3;4
Ásia;5;Outros países da Ásia;56;Pará;14;Aérea;1;2024;Março;3;3
Oceania;7;Austrália;90;Pará;14;Aérea;1;2024;Março;3;4
Europa;6;Áustria;58;Pará;14;Aérea;1;2024;Março;3;2
Europa;6;Bélgica;59;Pará;14;Aérea;1;2024;Março;3;9
América do Sul;4;Bolívia;27;Pará;14;Aérea;1;2024;Março;3;2
América do Norte;3;Canadá;23;Pará;14;Aérea;1;2024;Março;3;8
América do Sul;4;Chile;28;Pará;14;Aérea;1;2024;Março;3;1
Ásia;5;China;40;Pará;14;Aérea;1;2024;Março;3;7
Ásia;5;China, Hong Kong;41;Pará;14;Aérea;1;2024;Março;3;3
América do Sul;4;Colômbia;29;Pará;14;Aérea;1;2024;Março;3;2
Europa;6;Croácia;61;Pará;14;Aérea;1;2024;Março;3;1
Europa;6;Dinamarca;62;Pará;14;Aérea;1;2024;Março;3;4
Europa;6;Espanha;65;Pará;14;Aérea;1;2024;Março;3;25
América do Norte;3;Estados Unidos;24;Pará;14;Aérea;1;2024;Março;3;619
Ásia;5;Filipinas;43;Pará;14;Aérea;1;2024;Março;3;1
Europa;6;França;68;Pará;14;Aérea;1;2024;Março;3;1069
Europa;6;Grécia;69;Pará;14;Aérea;1;2024;Março;3;1
América do Sul;4;Guiana;31;Pará;14;Aérea;1;2024;Março;3;3
América Central e Caribe;2;Haiti;16;Pará;14;Aérea;1;2024;Março;3;1
Europa;6;Holanda;70;Pará;14;Aérea;1;2024;Março;3;152
América Central e Caribe;2;Honduras;17;Pará;14;Aérea;1;2024;Março;3;2
Europa;6;Hungria;71;Pará;14;Aérea;1;2024;Março;3;1
Ásia;5;Índia;44;Pará;14;Aérea;1;2024;Março;3;3
Europa;6;Irlanda;72;Pará;14;Aérea;1;2024;Março;3;4
Europa;6;Itália;73;Pará;14;Aérea;1;2024;Março;3;14
Ásia;5;Japão;48;Pará;14;Aérea;1;2024;Março;3;3
Europa;6;Outros países da Europa;89;Pará;14;Aérea;1;2024;Março;3;1
África;1;Marrocos;6;Pará;14;Aérea;1;2024;Março;3;4
Europa;6;Noruega;77;Pará;14;Aérea;1;2024;Março;3;11
Oceania;7;Nova Zelândia;91;Pará;14;Aérea;1;2024;Março;3;3
América do Sul;4;Peru;34;Pará;14;Aérea;1;2024;Março;3;14
Europa;6;Polônia;78;Pará;14;Aérea;1;2024;Março;3;2
Europa;6;Portugal;79;Pará;14;Aérea;1;2024;Março;3;198
Europa;6;Reino Unido;80;Pará;14;Aérea;1;2024;Março;3;23
América Central e Caribe;2;República Dominicana;20;Pará;14;Aérea;1;2024;Março;3;7
Europa;6;República Tcheca;81;Pará;14;Aérea;1;2024;Março;3;1
Europa;6;Romênia;82;Pará;14;Aérea;1;2024;Março;3;1
Europa;6;Rússia;83;Pará;14;Aérea;1;2024;Março;3;1
Europa;6;Suécia;85;Pará;14;Aérea;1;2024;Março;3;2
Europa;6;Suíça;86;Pará;14;Aérea;1;2024;Março;3;14
América do Sul;4;Suriname;35;Pará;14;Aérea;1;2024;Março;3;1338
América Central e Caribe;2;Trinidad e Tobago;21;Pará;14;Aérea;1;2024;Março;3;1
África;1;Tunísia;10;Pará;14;Aérea;1;2024;Março;3;3
Europa;6;Turquia;87;Pará;14;Aérea;1;2024;Março;3;1
América do Sul;4;Uruguai;36;Pará;14;Aérea;1;2024;Março;3;1
América do Sul;4;Venezuela;37;Pará;14;Aérea;1;2024;Março;3;8
África;1;Outros países da África;11;Pará;14;Aérea;1;2024;Março;3;1
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aérea;1;2024;Março;3;4
Europa;6;Alemanha;57;Paraná;16;Aérea;1;2024;Março;3;15
América do Sul;4;Argentina;26;Paraná;16;Aérea;1;2024;Março;3;15
Oceania;7;Austrália;90;Paraná;16;Aérea;1;2024;Março;3;12
Europa;6;Áustria;58;Paraná;16;Aérea;1;2024;Março;3;2
América do Sul;4;Bolívia;27;Paraná;16;Aérea;1;2024;Março;3;2
Europa;6;Bulgária;60;Paraná;16;Aérea;1;2024;Março;3;1
América do Norte;3;Canadá;23;Paraná;16;Aérea;1;2024;Março;3;2
América do Sul;4;Chile;28;Paraná;16;Aérea;1;2024;Março;3;926
América do Sul;4;Colômbia;29;Paraná;16;Aérea;1;2024;Março;3;49
Europa;6;Dinamarca;62;Paraná;16;Aérea;1;2024;Março;3;1
África;1;Egito;4;Paraná;16;Aérea;1;2024;Março;3;1
América do Sul;4;Equador;30;Paraná;16;Aérea;1;2024;Março;3;7
Europa;6;Eslováquia;63;Paraná;16;Aérea;1;2024;Março;3;8
Europa;6;Espanha;65;Paraná;16;Aérea;1;2024;Março;3;13
América do Norte;3;Estados Unidos;24;Paraná;16;Aérea;1;2024;Março;3;34
Europa;6;França;68;Paraná;16;Aérea;1;2024;Março;3;7
Europa;6;Holanda;70;Paraná;16;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Honduras;17;Paraná;16;Aérea;1;2024;Março;3;2
Europa;6;Hungria;71;Paraná;16;Aérea;1;2024;Março;3;2
Europa;6;Irlanda;72;Paraná;16;Aérea;1;2024;Março;3;6
Europa;6;Itália;73;Paraná;16;Aérea;1;2024;Março;3;2
Ásia;5;Japão;48;Paraná;16;Aérea;1;2024;Março;3;20
Ásia;5;Líbano;49;Paraná;16;Aérea;1;2024;Março;3;1
América do Norte;3;México;25;Paraná;16;Aérea;1;2024;Março;3;8
Oceania;7;Nova Zelândia;91;Paraná;16;Aérea;1;2024;Março;3;4
Ásia;5;Paquistão;51;Paraná;16;Aérea;1;2024;Março;3;1
América do Sul;4;Paraguai;33;Paraná;16;Aérea;1;2024;Março;3;96
América do Sul;4;Peru;34;Paraná;16;Aérea;1;2024;Março;3;28
Europa;6;Polônia;78;Paraná;16;Aérea;1;2024;Março;3;1
Europa;6;Reino Unido;80;Paraná;16;Aérea;1;2024;Março;3;4
Ásia;5;República da Coreia;52;Paraná;16;Aérea;1;2024;Março;3;7
Europa;6;República Tcheca;81;Paraná;16;Aérea;1;2024;Março;3;70
Europa;6;Romênia;82;Paraná;16;Aérea;1;2024;Março;3;8
Europa;6;Rússia;83;Paraná;16;Aérea;1;2024;Março;3;5
Europa;6;Suíça;86;Paraná;16;Aérea;1;2024;Março;3;6
Ásia;5;Taiwan;55;Paraná;16;Aérea;1;2024;Março;3;2
Europa;6;Turquia;87;Paraná;16;Aérea;1;2024;Março;3;4
Europa;6;Ucrânia;88;Paraná;16;Aérea;1;2024;Março;3;7
América do Sul;4;Uruguai;36;Paraná;16;Aérea;1;2024;Março;3;1
América do Sul;4;Venezuela;37;Paraná;16;Aérea;1;2024;Março;3;8
Ásia;5;Outros países da Ásia;56;Paraná;16;Aérea;1;2024;Março;3;2
Europa;6;Alemanha;57;Paraná;16;Aérea;1;2024;Março;3;16
América do Sul;4;Argentina;26;Paraná;16;Aérea;1;2024;Março;3;287
Oceania;7;Austrália;90;Paraná;16;Aérea;1;2024;Março;3;16
Europa;6;Áustria;58;Paraná;16;Aérea;1;2024;Março;3;3
Europa;6;Bélgica;59;Paraná;16;Aérea;1;2024;Março;3;1
América do Sul;4;Bolívia;27;Paraná;16;Aérea;1;2024;Março;3;5
América do Norte;3;Canadá;23;Paraná;16;Aérea;1;2024;Março;3;7
América do Sul;4;Chile;28;Paraná;16;Aérea;1;2024;Março;3;144
Ásia;5;China;40;Paraná;16;Aérea;1;2024;Março;3;4
Ásia;5;China, Hong Kong;41;Paraná;16;Aérea;1;2024;Março;3;3
Ásia;5;Cingapura;42;Paraná;16;Aérea;1;2024;Março;3;3
América do Sul;4;Colômbia;29;Paraná;16;Aérea;1;2024;Março;3;12
Europa;6;Dinamarca;62;Paraná;16;Aérea;1;2024;Março;3;1
América do Sul;4;Equador;30;Paraná;16;Aérea;1;2024;Março;3;2
Europa;6;Espanha;65;Paraná;16;Aérea;1;2024;Março;3;12
América do Norte;3;Estados Unidos;24;Paraná;16;Aérea;1;2024;Março;3;216
Europa;6;França;68;Paraná;16;Aérea;1;2024;Março;3;7
América Central e Caribe;2;Guatemala;15;Paraná;16;Aérea;1;2024;Março;3;3
Europa;6;Holanda;70;Paraná;16;Aérea;1;2024;Março;3;4
Europa;6;Itália;73;Paraná;16;Aérea;1;2024;Março;3;12
Ásia;5;Japão;48;Paraná;16;Aérea;1;2024;Março;3;1
Europa;6;Luxemburgo;76;Paraná;16;Aérea;1;2024;Março;3;1
América do Norte;3;México;25;Paraná;16;Aérea;1;2024;Março;3;1
África;1;Nigéria;8;Paraná;16;Aérea;1;2024;Março;3;1
Oceania;7;Nova Zelândia;91;Paraná;16;Aérea;1;2024;Março;3;9
Continente não especificado;8;Países não especificados;93;Paraná;16;Aérea;1;2024;Março;3;1
América do Sul;4;Paraguai;33;Paraná;16;Aérea;1;2024;Março;3;8
América do Sul;4;Peru;34;Paraná;16;Aérea;1;2024;Março;3;5
Europa;6;Polônia;78;Paraná;16;Aérea;1;2024;Março;3;5
Europa;6;Portugal;79;Paraná;16;Aérea;1;2024;Março;3;1
Europa;6;Reino Unido;80;Paraná;16;Aérea;1;2024;Março;3;1
Ásia;5;República da Coreia;52;Paraná;16;Aérea;1;2024;Março;3;1
América Central e Caribe;2;República Dominicana;20;Paraná;16;Aérea;1;2024;Março;3;1
Europa;6;Sérvia;84;Paraná;16;Aérea;1;2024;Março;3;1
Europa;6;Suécia;85;Paraná;16;Aérea;1;2024;Março;3;3
Europa;6;Suíça;86;Paraná;16;Aérea;1;2024;Março;3;4
Europa;6;Ucrânia;88;Paraná;16;Aérea;1;2024;Março;3;2
América do Sul;4;Uruguai;36;Paraná;16;Aérea;1;2024;Março;3;360
América do Sul;4;Venezuela;37;Paraná;16;Aérea;1;2024;Março;3;38
Europa;6;Alemanha;57;Pernambuco;17;Aérea;1;2024;Março;3;565
África;1;Angola;2;Pernambuco;17;Aérea;1;2024;Março;3;1
América do Sul;4;Argentina;26;Pernambuco;17;Aérea;1;2024;Março;3;1279
Ásia;5;Outros países da Ásia;56;Pernambuco;17;Aérea;1;2024;Março;3;1
Oceania;7;Austrália;90;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;Áustria;58;Pernambuco;17;Aérea;1;2024;Março;3;88
Europa;6;Bélgica;59;Pernambuco;17;Aérea;1;2024;Março;3;21
América do Sul;4;Bolívia;27;Pernambuco;17;Aérea;1;2024;Março;3;2
Europa;6;Bulgária;60;Pernambuco;17;Aérea;1;2024;Março;3;2
América do Norte;3;Canadá;23;Pernambuco;17;Aérea;1;2024;Março;3;8
América do Sul;4;Chile;28;Pernambuco;17;Aérea;1;2024;Março;3;2
Ásia;5;China;40;Pernambuco;17;Aérea;1;2024;Março;3;3
Ásia;5;China, Hong Kong;41;Pernambuco;17;Aérea;1;2024;Março;3;1
Ásia;5;Outros países da Ásia;56;Pernambuco;17;Aérea;1;2024;Março;3;1
América do Sul;4;Colômbia;29;Pernambuco;17;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Costa Rica;12;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;Croácia;61;Pernambuco;17;Aérea;1;2024;Março;3;3
Europa;6;Dinamarca;62;Pernambuco;17;Aérea;1;2024;Março;3;24
África;1;Egito;4;Pernambuco;17;Aérea;1;2024;Março;3;1
Ásia;5;Outros países da Ásia;56;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;Eslováquia;63;Pernambuco;17;Aérea;1;2024;Março;3;2
Europa;6;Eslovênia;64;Pernambuco;17;Aérea;1;2024;Março;3;2
Europa;6;Espanha;65;Pernambuco;17;Aérea;1;2024;Março;3;206
América do Norte;3;Estados Unidos;24;Pernambuco;17;Aérea;1;2024;Março;3;38
Europa;6;Estônia;66;Pernambuco;17;Aérea;1;2024;Março;3;2
Europa;6;Finlândia;67;Pernambuco;17;Aérea;1;2024;Março;3;3
Europa;6;França;68;Pernambuco;17;Aérea;1;2024;Março;3;116
Europa;6;Grécia;69;Pernambuco;17;Aérea;1;2024;Março;3;4
África;1;Outros países da África;11;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;Holanda;70;Pernambuco;17;Aérea;1;2024;Março;3;34
Europa;6;Hungria;71;Pernambuco;17;Aérea;1;2024;Março;3;2
Ásia;5;Índia;44;Pernambuco;17;Aérea;1;2024;Março;3;3
Europa;6;Irlanda;72;Pernambuco;17;Aérea;1;2024;Março;3;29
Ásia;5;Israel;47;Pernambuco;17;Aérea;1;2024;Março;3;5
Europa;6;Itália;73;Pernambuco;17;Aérea;1;2024;Março;3;255
Ásia;5;Japão;48;Pernambuco;17;Aérea;1;2024;Março;3;5
Europa;6;Letônia;74;Pernambuco;17;Aérea;1;2024;Março;3;5
Europa;6;Luxemburgo;76;Pernambuco;17;Aérea;1;2024;Março;3;4
África;1;Marrocos;6;Pernambuco;17;Aérea;1;2024;Março;3;1
América do Norte;3;México;25;Pernambuco;17;Aérea;1;2024;Março;3;1
África;1;Moçambique;7;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;Noruega;77;Pernambuco;17;Aérea;1;2024;Março;3;13
América do Sul;4;Paraguai;33;Pernambuco;17;Aérea;1;2024;Março;3;1
América do Sul;4;Peru;34;Pernambuco;17;Aérea;1;2024;Março;3;8
Europa;6;Polônia;78;Pernambuco;17;Aérea;1;2024;Março;3;20
América Central e Caribe;2;Outros países da América Central e Caribe;22;Pernambuco;17;Aérea;1;2024;Março;3;2
Europa;6;Portugal;79;Pernambuco;17;Aérea;1;2024;Março;3;2028
Europa;6;Reino Unido;80;Pernambuco;17;Aérea;1;2024;Março;3;134
Ásia;5;República da Coreia;52;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;República Tcheca;81;Pernambuco;17;Aérea;1;2024;Março;3;7
Europa;6;Romênia;82;Pernambuco;17;Aérea;1;2024;Março;3;5
Europa;6;Rússia;83;Pernambuco;17;Aérea;1;2024;Março;3;3
Europa;6;Suécia;85;Pernambuco;17;Aérea;1;2024;Março;3;28
Europa;6;Suíça;86;Pernambuco;17;Aérea;1;2024;Março;3;149
Europa;6;Turquia;87;Pernambuco;17;Aérea;1;2024;Março;3;1
Europa;6;Ucrânia;88;Pernambuco;17;Aérea;1;2024;Março;3;17
América do Sul;4;Uruguai;36;Pernambuco;17;Aérea;1;2024;Março;3;1219
América do Sul;4;Venezuela;37;Pernambuco;17;Aérea;1;2024;Março;3;9
Europa;6;Alemanha;57;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
Europa;6;Espanha;65;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
Europa;6;Itália;73;Rio de Janeiro;19;Aérea;1;2024;Março;3;2
América do Sul;4;Uruguai;36;Rio de Janeiro;19;Aérea;1;2024;Março;3;163
América do Sul;4;Venezuela;37;Rio de Janeiro;19;Aérea;1;2024;Março;3;3
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
África;1;África do Sul;1;Rio de Janeiro;19;Aérea;1;2024;Março;3;84
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aérea;1;2024;Março;3;27
Europa;6;Alemanha;57;Rio de Janeiro;19;Aérea;1;2024;Março;3;4728
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aérea;1;2024;Março;3;4
África;1;Angola;2;Rio de Janeiro;19;Aérea;1;2024;Março;3;8
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Março;3;7
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
Ásia;5;Arábia Saudita;38;Rio de Janeiro;19;Aérea;1;2024;Março;3;20
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Março;3;8
América do Sul;4;Argentina;26;Rio de Janeiro;19;Aérea;1;2024;Março;3;43148
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;18
Oceania;7;Austrália;90;Rio de Janeiro;19;Aérea;1;2024;Março;3;1337
Europa;6;Áustria;58;Rio de Janeiro;19;Aérea;1;2024;Março;3;421
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aérea;1;2024;Março;3;7
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Março;3;13
Ásia;5;Bangladesh;39;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Março;3;4
Europa;6;Bélgica;59;Rio de Janeiro;19;Aérea;1;2024;Março;3;590
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aérea;1;2024;Março;3;49
América do Sul;4;Bolívia;27;Rio de Janeiro;19;Aérea;1;2024;Março;3;92
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aérea;1;2024;Março;3;14
Europa;6;Bulgária;60;Rio de Janeiro;19;Aérea;1;2024;Março;3;140
África;1;Cabo Verde;3;Rio de Janeiro;19;Aérea;1;2024;Março;3;4
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Março;3;4
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
América do Norte;3;Canadá;23;Rio de Janeiro;19;Aérea;1;2024;Março;3;1878
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;25
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
América do Sul;4;Chile;28;Rio de Janeiro;19;Aérea;1;2024;Março;3;23443
Ásia;5;China;40;Rio de Janeiro;19;Aérea;1;2024;Março;3;551
Ásia;5;China, Hong Kong;41;Rio de Janeiro;19;Aérea;1;2024;Março;3;53
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;1
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;9
Ásia;5;Cingapura;42;Rio de Janeiro;19;Aérea;1;2024;Março;3;112
América do Sul;4;Colômbia;29;Rio de Janeiro;19;Aérea;1;2024;Março;3;3185
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Março;3;17
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Março;3;27
América Central e Caribe;2;Costa Rica;12;Rio de Janeiro;19;Aérea;1;2024;Março;3;363
Europa;6;Croácia;61;Rio de Janeiro;19;Aérea;1;2024;Março;3;83
América Central e Caribe;2;Cuba;13;Rio de Janeiro;19;Aérea;1;2024;Março;3;72
Europa;6;Dinamarca;62;Rio de Janeiro;19;Aérea;1;2024;Março;3;403
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Março;3;4
África;1;Egito;4;Rio de Janeiro;19;Aérea;1;2024;Março;3;9
América Central e Caribe;2;El Salvador;14;Rio de Janeiro;19;Aérea;1;2024;Março;3;78
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Março;3;9
América do Sul;4;Equador;30;Rio de Janeiro;19;Aérea;1;2024;Março;3;735
Europa;6;Eslováquia;63;Rio de Janeiro;19;Aérea;1;2024;Março;3;67
Europa;6;Eslovênia;64;Rio de Janeiro;19;Aérea;1;2024;Março;3;52
Europa;6;Espanha;65;Rio de Janeiro;19;Aérea;1;2024;Março;3;2311
América do Norte;3;Estados Unidos;24;Rio de Janeiro;19;Aérea;1;2024;Março;3;19415
Europa;6;Estônia;66;Rio de Janeiro;19;Aérea;1;2024;Março;3;34
